date,name,value
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,TJ-Dillashaw,2036.939317596812
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Cory-Sandhagen,2026.745677362178
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
2021-01-01,Ilia-Topuria,2019.563860246729
